,profile,gender,favorites,link,birth_year
21056,DetectiveRanpo,Male,"['33255', '25345', '24439', '28851', '2001', '8675', '32867', '30831', '6746', '2251']",https://myanimelist.net/profile/DetectiveRanpo,2004
21057,Samishiii,Male,"['35247', '14967', '18195']",https://myanimelist.net/profile/Samishiii,2000
21058,saelogy,Female,"['33899', '36963', '15051', '19815', '20583', '36649', '34262', '34618', '4081', '21647']",https://myanimelist.net/profile/saelogy,2003
21059,spartaraptor,Male,"['223', '5258', '37379', '37510', '22789', '34599', '28851', '9253', '35180', '22135']",https://myanimelist.net/profile/spartaraptor,1997
21060,WhiteMochiBro,Male,[],https://myanimelist.net/profile/WhiteMochiBro,2001
21061,johnvswild,Male,"['7791', '9756', '820', '1887', '5081']",https://myanimelist.net/profile/johnvswild,1992
21062,CkretAznMan,Male,"['1', '160', '182', '1887', '849']",https://myanimelist.net/profile/CkretAznMan,1985
21063,Shmeepy,Male,"['4181', '35180', '12189', '820', '34822']",https://myanimelist.net/profile/Shmeepy,1996
21064,Braenn666,Female,"['4896', '156', '934', '357', '379']",https://myanimelist.net/profile/Braenn666,1992
21065,HDEshinigami,Male,"['339', '4181', '934']",https://myanimelist.net/profile/HDEshinigami,1998
21066,merQree,Male,"['226', '2899', '1889', '934']",https://myanimelist.net/profile/merQree,1983
21067,sacchannoarashi,Non-Binary,"['31646', '4081']",https://myanimelist.net/profile/sacchannoarashi,1988
21068,Lolicon,Male,"['4181', '1530', '529', '6547', '6211']",https://myanimelist.net/profile/Lolicon,1990
21069,viking21,Male,"['269', '889', '205', '267', '1']",https://myanimelist.net/profile/viking21,1990
21070,paranoidcicada,Female,['4896'],https://myanimelist.net/profile/paranoidcicada,1995
21071,JohannCFenix,Male,"['4181', '2904', '11741', '1889', '19111', '28977']",https://myanimelist.net/profile/JohannCFenix,1998
21072,broken_shard,Male,"['22319', '34914', '31953', '5231', '28825', '14813', '23847', '37999']",https://myanimelist.net/profile/broken_shard,1999
21073,LoveFishy,Male,"['35180', '1571', '36296', '6114', '30654', '16067', '34822', '37965', '37171']",https://myanimelist.net/profile/LoveFishy,1998
21074,Vishu135,Male,"['918', '9253', '21', '226', '23273', '29803', '11061', '1575']",https://myanimelist.net/profile/Vishu135,1998
21075,CharCole,Male,"['28171', '34599', '30240', '31859', '29803', '22199', '9253', '33926']",https://myanimelist.net/profile/CharCole,1991
21076,HumbertoZero,Male,"['36038', '2966', '6746', '23273', '2251', '6547', '11577', '11741', '9253', '5114']",https://myanimelist.net/profile/HumbertoZero,1992
21077,AniTravlr,Male,"['738', '6746', '22297', '30503']",https://myanimelist.net/profile/AniTravlr,1999
21078,Lelouch972,Male,"['32281', '13601', '23283', '31433', '31646', '35180', '12189', '31499', '1575', '2904']",https://myanimelist.net/profile/Lelouch972,1995
21079,Oixo,Male,"['22135', '57', '227', '5', '34537']",https://myanimelist.net/profile/Oixo,1999
21080,Saskie-,Female,"['16', '198', '584', '243', '285', '3701']",https://myanimelist.net/profile/Saskie-,1988
21081,WeissEisen,Male,"['17247', '18893', '22729', '23273', '20785']",https://myanimelist.net/profile/WeissEisen,1996
21082,MrZap5,Male,"['9513', '30276', '20785', '29803']",https://myanimelist.net/profile/MrZap5,1986
21083,Yamidayo,Male,"['849', '4654', '22507', '15059', '187', '18', '186', '185', '9253']",https://myanimelist.net/profile/Yamidayo,1995
21084,Rachiba,Male,"['339', '1887', '34599', '9253', '17549', '199', '28851', '5205', '10408', '2236']",https://myanimelist.net/profile/Rachiba,2002
21085,AurumGG,Male,"['1210', '16', '10721', '4981', '8142', '31646', '1065', '9756', '34537', '5941', '28851', '329', '3701', '7785', '9253', '35839', '17909', '849', '26165', '1887']",https://myanimelist.net/profile/AurumGG,1996
21086,becacc,Female,"['5114', '20', '11061', '16498', '3470', '44', '18115', '14513', '23289', '1735']",https://myanimelist.net/profile/becacc,1992
21087,DarkerMS,Male,"['29803', '35790', '14829', '22535']",https://myanimelist.net/profile/DarkerMS,1999
21088,Hitori_Samishiku,Male,"['2904', '13601', '34612', '12413', '22535', '22789', '17549', '8675', '31240', '853']",https://myanimelist.net/profile/Hitori_Samishiku,2000
21089,Cherry-tan,Female,"['23273', '16498', '4181', '18153', '10087']",https://myanimelist.net/profile/Cherry-tan,1997
21090,Rayaxe,Male,"['457', '16067', '9253', '30831', '36094', '28851', '12355', '16918', '23289', '10162', '33255']",https://myanimelist.net/profile/Rayaxe,1998
21091,Metaler,Male,"['77', '12403', '16498', '5081', '2605']",https://myanimelist.net/profile/Metaler,1992
21092,Pan151,Male,"['934', '226', '30', '4896', '9756']",https://myanimelist.net/profile/Pan151,1992
21093,Slaasher,Male,"['2167', '1535', '591', '136', '6']",https://myanimelist.net/profile/Slaasher,1992
21094,Quesox,Male,"['10721', '440', '457', '1530', '10165']",https://myanimelist.net/profile/Quesox,1992
21095,EvilReaper,Male,"['33674', '19815', '164', '29803', '23321', '17265', '1691']",https://myanimelist.net/profile/EvilReaper,1998
21096,Sarina_Hanai,Female,[],https://myanimelist.net/profile/Sarina_Hanai,2002
21097,jaygold33,Male,"['457', '1', '44', '19', '820', '199', '2236', '9253', '11061', '32281']",https://myanimelist.net/profile/jaygold33,1988
21098,Aarus2010,Male,"['4181', '101', '4224', '6547', '934']",https://myanimelist.net/profile/Aarus2010,1995
21099,waowaowaowa,Male,[],https://myanimelist.net/profile/waowaowaowa,1995
21100,Syed_Mirage,Male,"['16498', '45', '813', '269', '1535']",https://myanimelist.net/profile/Syed_Mirage,1996
21101,Mercuryo,Male,"['31418', '2581', '37764', '35249', '35589', '35557', '87', '33051', '32792', '22297']",https://myanimelist.net/profile/Mercuryo,1997
21102,1Allthingsdead,Male,"['31933', '20899', '14719', '777', '30276', '18679', '813', '2001', '270']",https://myanimelist.net/profile/1Allthingsdead,1996
21103,shagek1,Male,"['777', '3784', '4282', '9969', '199']",https://myanimelist.net/profile/shagek1,1991
21104,evokholic,Male,"['2581', '1519', '889', '270', '1']",https://myanimelist.net/profile/evokholic,1990
21105,Ritz-chan,Female,"['6702', '1575', '10620', '150', '1535', '1562']",https://myanimelist.net/profile/Ritz-chan,1996
21106,Clad-Sama,Male,"['101', '934', '356', '856', '433']",https://myanimelist.net/profile/Clad-Sama,1990
21107,Jagaya,Male,[],https://myanimelist.net/profile/Jagaya,1988
21108,Demonul123,Male,"['35838', '12355', '30654', '6547', '22789']",https://myanimelist.net/profile/Demonul123,2000
21109,Bendolier,Male,"['1', '30', '431', '4224', '32182']",https://myanimelist.net/profile/Bendolier,1998
21110,SemperAugustus,Male,"['23273', '23847', '30015', '32281', '14813']",https://myanimelist.net/profile/SemperAugustus,1995
21111,AhmewzinGrace,Male,"['959', '5114', '32182', '31964', '37430', '35790', '19815', '28171', '33926', '29803', '1520', '25517', '8525', '34300', '33352', '223', '263']",https://myanimelist.net/profile/AhmewzinGrace,1999
21112,CuriousButton,Male,[],https://myanimelist.net/profile/CuriousButton,1994
21113,Chill77,Male,"['19', '2251', '32542']",https://myanimelist.net/profile/Chill77,1994
21114,Kiur,Male,"['21', '11771', '9289', '10793', '11757']",https://myanimelist.net/profile/Kiur,1991
21115,desu_plan,Male,"['7724', '11111', '14967', '13759', '3467']",https://myanimelist.net/profile/desu_plan,1989
21116,HMegami,Female,[],https://myanimelist.net/profile/HMegami,1998
21117,lethargictrash,Male,['31798'],https://myanimelist.net/profile/lethargictrash,1944
21118,DeathdruidX,Male,"['2605', '6746', '245', '934', '3616']",https://myanimelist.net/profile/DeathdruidX,1990
21119,animenutcase,Female,"['4896', '269', '120', '1889', '934']",https://myanimelist.net/profile/animenutcase,1991
21120,ceilingotaku,Female,"['853', '23289', '5114', '36038', '8129']",https://myanimelist.net/profile/ceilingotaku,1995
21121,Zephiros,Male,"['934', '2904', '4181', '24701', '9253']",https://myanimelist.net/profile/Zephiros,1994
21122,swordstriker21,Male,"['2335', '170', '17265', '889', '245', '33486']",https://myanimelist.net/profile/swordstriker21,1988
21123,Karlo_C,Male,"['392', '20', '245', '121']",https://myanimelist.net/profile/Karlo_C,1993
21124,lawnmower16,Female,"['32979', '5081', '10495', '17549', '2001', '24031', '35756', '37221']",https://myanimelist.net/profile/lawnmower16,1989
21125,BLAST_SAUCE,Male,"['11111', '6880', '30831']",https://myanimelist.net/profile/BLAST_SAUCE,2020
21126,RenaBear-person,Male,"['934', '31240', '9253', '9756', '11751']",https://myanimelist.net/profile/RenaBear-person,1989
21127,Xaxeth,Male,"['29803', '269', '6702', '136', '21', '31240']",https://myanimelist.net/profile/Xaxeth,1993
21128,Reimillya,Male,"['37999', '31240', '25835', '8425', '9253', '37976', '14397', '7791', '36296', '34599']",https://myanimelist.net/profile/Reimillya,1999
21129,kun_kun,Male,"['5081', '9253', '6746', '2966', '6594']",https://myanimelist.net/profile/kun_kun,1996
21130,SedriuM,Male,"['16894', '18115', '1575', '1195', '11933']",https://myanimelist.net/profile/SedriuM,1997
21131,ColetteKarlin,Female,"['12355', '22101', '6746', '15809', '11843', '10165', '1698', '8074', '18497', '23399']",https://myanimelist.net/profile/ColetteKarlin,1998
21132,sxc_itachi,Male,"['5114', '1575', '2904', '9253', '2001', '30123', '6211']",https://myanimelist.net/profile/sxc_itachi,1992
21133,Wontons,Male,"['81', '16009', '10721', '31973', '5081']",https://myanimelist.net/profile/Wontons,1989
21134,Meltskee,Non-Binary,"['23273', '34822', '4224', '24765']",https://myanimelist.net/profile/Meltskee,2001
21135,Ellachan28,Female,"['93', '94']",https://myanimelist.net/profile/Ellachan28,1998
21136,Hiyonin,Male,"['245', '136', '1210', '9941', '20899']",https://myanimelist.net/profile/Hiyonin,1995
21137,AgentJames,Male,['32281'],https://myanimelist.net/profile/AgentJames,1996
21138,raimodsu,Male,"['35839', '9253', '31933', '4224', '5114']",https://myanimelist.net/profile/raimodsu,2001
21139,JinxBond,Male,"['4181', '1', '21', '268', '918']",https://myanimelist.net/profile/JinxBond,2015
21140,LordSchmee,Male,"['21', '813', '6951', '1210', '268', '5228', '467', '45']",https://myanimelist.net/profile/LordSchmee,1993
21141,xeno156,Male,"['2904', '14075', '11061', '7674', '16201', '14829', '20507', '22535', '6594', '4181']",https://myanimelist.net/profile/xeno156,1998
21142,HellshakeBrando,Male,"['7785', '33095', '1', '227', '30', '22135', '11061', '2001', '5114', '37510']",https://myanimelist.net/profile/HellshakeBrando,1994
21143,SSBMboss,Male,"['7311', '5630', '1210', '4565', '849']",https://myanimelist.net/profile/SSBMboss,1993
21144,titoman12,Male,"['16067', '7791', '2787', '4181', '934', '39587', '37475', '21603']",https://myanimelist.net/profile/titoman12,1992
21145,AkkiShoujo,Female,"['339', '7', '270', '228', '934']",https://myanimelist.net/profile/AkkiShoujo,1991
21146,coinoperatedgirl,Female,[],https://myanimelist.net/profile/coinoperatedgirl,1988
21147,DeusExMavro,Male,"['11061', '5114', '21', '6594', '9989', '1210', '33', '14719', '934', '5081']",https://myanimelist.net/profile/DeusExMavro,2002
21148,treemu,Male,[],https://myanimelist.net/profile/treemu,1988
21149,S_Class_weeb,Male,"['35180', '31758', '35557', '2001', '11061', '33095', '13125', '12189', '5114', '19815']",https://myanimelist.net/profile/S_Class_weeb,2001
21150,pystacyo,Female,"['36838', '35843', '34096', '25313', '15417', '9969', '19261', '15335', '7472', '918']",https://myanimelist.net/profile/pystacyo,1994
21151,DarkShines,Female,"['1482', '32', '790', '885', '1889']",https://myanimelist.net/profile/DarkShines,1991
21152,EnderVetrix,Male,"['34561', '15583', '10620', '934', '35790', '37799', '37517', '28851', '17729', '32827']",https://myanimelist.net/profile/EnderVetrix,1999
21153,GenesisX,Male,"['93', '587', '356', '355']",https://myanimelist.net/profile/GenesisX,1994
21154,Inferno-Wing,Male,"['481', '1889', '934', '550', '482']",https://myanimelist.net/profile/Inferno-Wing,1993
21155,Gozmit,Male,"['2001', '10087', '21', '6547', '11061', '23847', '13759']",https://myanimelist.net/profile/Gozmit,2000
21156,gnomefactor,Male,[],https://myanimelist.net/profile/gnomefactor,1993
21157,Deoran_Old_Acc,Male,"['12029', '25013', '11061', '93', '398']",https://myanimelist.net/profile/Deoran_Old_Acc,1998
21158,perform,Male,['940'],https://myanimelist.net/profile/perform,1993
21159,TKkissyou,Male,"['1575', '9253', '4181', '2167', '6547']",https://myanimelist.net/profile/TKkissyou,1995
21160,SimplySweet,Female,"['6045', '164', '431', '202']",https://myanimelist.net/profile/SimplySweet,2000
21161,Jorbeany,Male,"['245', '2904', '2025', '4181', '263', '29803', '30484', '9253', '31716']",https://myanimelist.net/profile/Jorbeany,1995
21162,DrunkFairy,Male,"['13601', '9253', '10620', '43', '384']",https://myanimelist.net/profile/DrunkFairy,1991
21163,Mr_Gingee,Male,"['2926', '4224', '14741', '6347', '17549']",https://myanimelist.net/profile/Mr_Gingee,1996
21164,Edward_Low,Male,"['16049', '12189', '25835', '9756', '16918']",https://myanimelist.net/profile/Edward_Low,1994
21165,AngelTeamGo,Female,"['66', '229']",https://myanimelist.net/profile/AngelTeamGo,2000
21166,DunKis,Male,"['2966', '7054', '9513', '29803', '11061']",https://myanimelist.net/profile/DunKis,1996
21167,Apocaly,Female,[],https://myanimelist.net/profile/Apocaly,1989
21168,krankalo,Female,['9756'],https://myanimelist.net/profile/krankalo,1990
21169,PengMaeda,Male,"['18679', '28977', '6114', '10271', '11061', '15335', '2904', '1535']",https://myanimelist.net/profile/PengMaeda,1999
21170,BornIn1142,Male,"['30', '32', '237', '5341', '323']",https://myanimelist.net/profile/BornIn1142,1990
21171,KingKyle71,Male,"['34240', '3455', '13759', '35203']",https://myanimelist.net/profile/KingKyle71,1999
21172,justlikecarlo,Male,"['3588', '23037']",https://myanimelist.net/profile/justlikecarlo,1995
21173,Bronzeapollo708,Male,"['35484', '2025']",https://myanimelist.net/profile/Bronzeapollo708,1998
21174,badbboyz,Male,"['5114', '1575', '226', '1698', '249']",https://myanimelist.net/profile/badbboyz,1996
21175,nyesman,Male,"['2001', '73', '20899', '889', '5114']",https://myanimelist.net/profile/nyesman,1996
21176,CyanideLoli,Male,"['32281', '24833', '1535']",https://myanimelist.net/profile/CyanideLoli,2000
21177,AlexanderZero,Male,"['205', '1', '719']",https://myanimelist.net/profile/AlexanderZero,1990
21178,_Goldee_,Male,[],https://myanimelist.net/profile/_Goldee_,2000
21179,morbid_jester,Male,"['2418', '33', '3588', '267', '268']",https://myanimelist.net/profile/morbid_jester,1985
21180,Professor-Funk,Male,[],https://myanimelist.net/profile/Professor-Funk,1991
21181,krmnnn,Female,"['227', '5081', '28725', '5680', '3588']",https://myanimelist.net/profile/krmnnn,1998
21182,ParadiseLost,Male,"['889', '857', '72', '268', '245']",https://myanimelist.net/profile/ParadiseLost,1988
21183,Broeksnoek,Male,"['9253', '2966', '9989', '4181']",https://myanimelist.net/profile/Broeksnoek,1990
21184,guenfo,Male,"['24703', '16498']",https://myanimelist.net/profile/guenfo,1995
21185,BigTymerz,Male,"['11617', '18679', '16498', '8861', '8074', '1535']",https://myanimelist.net/profile/BigTymerz,1986
21186,Satou256,Male,['392'],https://myanimelist.net/profile/Satou256,1994
21187,spicychile,Male,"['5941', '25835', '13125', '17074', '23847']",https://myanimelist.net/profile/spicychile,1995
21188,kittenkissesxoxo,Male,[],https://myanimelist.net/profile/kittenkissesxoxo,1989
21189,mikudeath,Male,"['1698', '9253', '1689', '2924', '2904']",https://myanimelist.net/profile/mikudeath,1997
21190,Loganyosoy,Male,"['32', '30', '4181', '2167', '35849', '31240']",https://myanimelist.net/profile/Loganyosoy,1995
21191,Wh1t3,Male,"['15863', '18195', '20507', '6746', '18245']",https://myanimelist.net/profile/Wh1t3,1997
21192,fruits_punch95,Male,"['3297', '5420', '6802', '820', '918', '13125', '25835', '1088', '1698', '329']",https://myanimelist.net/profile/fruits_punch95,1995
21193,Rinkashikika,Female,"['934', '19', '1535', '16498', '7054']",https://myanimelist.net/profile/Rinkashikika,1998
21194,3TH3R3AL-3V3,Male,"['35849', '21431', '2001', '15051', '22199']",https://myanimelist.net/profile/3TH3R3AL-3V3,1999
21195,MysticSmilez,Male,"['1033', '437', '26', '3297', '43', '33', '885', '23327']",https://myanimelist.net/profile/MysticSmilez,1996
21196,BasicLush,Female,"['11123', '32995', '853', '21']",https://myanimelist.net/profile/BasicLush,2002
21197,Xenoka,Male,"['9756', '5081', '1210']",https://myanimelist.net/profile/Xenoka,1992
21198,sours,Male,"['21', '1735', '1575', '6', '1']",https://myanimelist.net/profile/sours,1993
